Column1,Column2,Column3,Column4,Column5,Column6
nm0545051,Ethan Marc,1972,2011,"actor,archive_footage","tt0428185,tt1209340,tt0230535,tt1130728"
nm0545127,Jewell Marceau,1975,\N,"actress,producer,director","tt0892293,tt0470299,tt0470384,tt2354177"
nm0545150,Kelly Marcel,1974,\N,"writer,producer,actress","tt2140373,tt2322441,tt16366836,tt1270797"
nm0545253,Abby Marceluk,1975,\N,actress,tt0202493
nm0545296,Forbes March,1973,\N,actor,"tt0283203,tt0327643,tt0048845,tt0062595"
nm0545335,Stephanie March,1974,\N,"actress,producer,archive_footage","tt1058017,tt0356910,tt0203259,tt0413573"
nm0545406,Mitchell Marchand,1973,\N,"writer,producer,actor","tt0104573,tt0097216,tt0116126,tt10945036"
nm0545536,Elena Marchesini,1972,\N,actress,"tt0140428,tt0220827,tt0319147,tt0180568"
nm0545544,Michelle Marchesseault,1974,\N,"art_department,music_department,soundtrack","tt4695012,tt0903657,tt4277268,tt2397617"
nm0545629,Micheline Marchildon,1974,\N,"actress,writer,director","tt0796375,tt2522306,tt1409181,tt12873702"
nm0545684,Avy Marciano,1972,\N,"actor,soundtrack,archive_footage","tt0409909,tt2542628,tt0216735,tt6741568"
nm0545853,Nill Marcondes,1972,\N,"actor,producer","tt16427902,tt1321713,tt0143051,tt8040300"
nm0546220,Alessia Marcuzzi,1972,\N,"actress,archive_footage","tt0328797,tt0167825,tt0117950,tt0196176"
nm0546275,Jordan Marder,1973,\N,"actor,producer,writer","tt0120586,tt0116130,tt0113690,tt0114857"
nm0546349,Martin Marecek,1974,\N,"director,writer,miscellaneous","tt2140287,tt1550311,tt0298919,tt0464341"
nm0546382,Anuschka Marek,1974,\N,"actress,archive_footage","tt0197936,tt0317906,tt0315757,tt0315756"
nm0546407,Petr Marek,1974,\N,"actor,director,composer","tt0835514,tt1937261,tt2400479,tt0257852"
nm0546580,Melanie Margalith,1972,\N,"editor,editorial_department","tt2320968,tt0806910,tt13710652,tt0172723"
nm0546625,Claire Margarson,1971,\N,"actress,archive_footage","tt0138433,tt0358996,tt0442995,tt0192001"
nm0546687,Petru Margineanu,1971,\N,"composer,music_department","tt0461892,tt0200630,tt0319821,tt0929792"
nm0546870,Howard Margulies,1972,\N,"writer,actor,miscellaneous","tt0112122,tt0115186,tt0118323,tt0210429"
nm0546923,Gina Mari,1971,\N,"stunts,actress,producer","tt0418279,tt0409182,tt0314353,tt0450232"
nm0547043,Maria Mariana,1973,\N,"actress,writer","tt0108731,tt2836364,tt0138246,tt0222715"
nm0547148,Mark Marias,1971,\N,actor,"tt0078723,tt0083413,tt4421354,tt0081861"
nm0547234,Cheryl Moana Marie Nunes,1971,\N,actress,"tt0119100,tt2125758"
nm0547245,Esa Marie,1972,\N,actress,"tt0274146,tt0238229,tt0125207,tt2138100"
nm0547281,Melissa Marie Rossi,1973,\N,actress,tt0109536
nm0547296,Peta-Marie Rixon,1975,\N,actress,"tt0113820,tt2062975,tt0110658,tt0094481"
nm0547311,Taylor Marie,1973,\N,actress,"tt0263382,tt0926398"
nm0547388,Julika Marijn,1972,\N,actress,"tt1710523,tt3276008,tt1172303,tt0113328"
nm0547465,Jason Marin,1974,\N,"actor,cinematographer,camera_department","tt0088763,tt0097757,tt0095662,tt0094555"
nm0547496,Raul J. Marin,1975,\N,"camera_department,miscellaneous","tt1517260,tt1270797,tt1825683,tt0480255"
nm0547505,Tavin Marin,1971,\N,"producer,miscellaneous,assistant_director","tt0319262,tt0116629,tt0120685,tt1270798"
nm0547537,Cindy Marinangel,1971,\N,"actress,producer,writer","tt3550876,tt1171225,tt1742327,tt4020052"
nm0547540,Sabrina Marinangeli,1972,\N,actress,"tt0203747,tt0204094"
nm0547607,Andrei Marinescu,1974,\N,"producer,location_management,production_manager","tt8716196,tt13522748,tt9763934,tt0243885"
nm0547614,Medeea Marinescu,1974,\N,"actress,casting_director,casting_department","tt3624344,tt0272585,tt0261781,tt2463808"
nm0547627,Alexandra Maringer,1973,\N,"production_designer,art_director,art_department","tt4141024,tt1456110,tt6818140,tt2299206"
nm0547879,Stamatis Marinos,1974,\N,"editorial_department,editor,actor","tt0212974,tt0326384,tt1084046,tt2168400"
nm0548054,Lisa Maris,1971,\N,actress,"tt0115317,tt0120646,tt0112111,tt0221728"
nm0548156,Anne Marivin,1974,\N,actress,"tt1064932,tt13964390,tt0362225,tt1440232"
nm0548193,Goran Marjanovic,1974,\N,"actor,soundtrack","tt0381682,tt0108275,tt0440601,tt1014765"
nm0548247,Heidi Mark,1971,\N,"actress,archive_footage","tt0202470,tt0069658,tt0108958,tt0262571"
nm0548272,Michael Mark,1972,\N,\N,\N
nm0548335,Heidi Jo Markel,1971,\N,"producer,actress,writer","tt10228134,tt2302755,tt8385148,tt1529572"
nm0548367,Kristjan Markersen,1971,\N,actor,tt0086064
nm0548467,Marki,1973,\N,"actress,archive_footage","tt8676974,tt0126514,tt30225012,tt0125347"
nm0548522,David Markland,1972,\N,"miscellaneous,producer,assistant_director","tt0114814,tt30869594,tt0159233,tt0159282"
nm0548591,Tamarat Makonnen,1972,\N,"director,writer,producer","tt18072612,tt1904931,tt1258935,tt12740414"
nm0548631,Irina Markova,1973,\N,actress,"tt0107658,tt5847234,tt0106052,tt1562895"
nm0548688,Damir Markovina,1973,\N,"actor,producer,director","tt27202100,tt14957858,tt2486856,tt2140353"
nm0548754,Marcin Markowski,1974,\N,actor,"tt10886166,tt0190965,tt0380636,tt1617178"
nm0548852,Ivan Fatovic,1975,\N,"actor,producer,writer","tt0486022,tt0371420,tt0256757,tt0269054"
nm0548962,Shae Marks,1972,\N,"actress,archive_footage","tt0116039,tt0155425,tt0127759,tt0188863"
nm0548981,Vicky Marks,1972,\N,"editorial_department,assistant_director,miscellaneous","tt0286499,tt0414387,tt0454824,tt0482546"
nm0549225,Gail Marlow,1973,\N,miscellaneous,tt0119910
nm0549331,Timothy Marlowe,1974,\N,"producer,actor,writer","tt6820128,tt6222118,tt2924484,tt6819800"
nm0549436,Heidi Marnhout,1974,\N,"actress,archive_footage","tt0281686,tt0162065,tt0138703,tt0780567"
nm0549482,Dijana Marojevic,1975,\N,actress,"tt0930856,tt0187231,tt0169145,tt0411005"
nm0549516,Patrizio Marone,1971,\N,"editor,editorial_department,director","tt0330702,tt2049116,tt1242773,tt1405810"
nm0549629,Erika Marozsán,1972,\N,"actress,archive_footage","tt1267297,tt0800027,tt0111045,tt2112136"
nm0549661,Yann Marquand,1972,\N,"actor,assistant_director,editorial_department","tt0976103,tt0446975,tt0095615,tt0284373"
nm0549675,Joy Marquardt,1975,\N,"actress,miscellaneous","tt0119203,tt0119622"
nm0549830,Nikolaj Marquez von Hage,1974,\N,actor,tt0117440
nm0550046,Maria Cristina Marra,1971,\N,"editorial_department,editor,director","tt2088966,tt0170635,tt0330691,tt0888496"
nm0550059,Vincenzo Marra,1972,\N,"director,writer,producer","tt0298577,tt0424536,tt3530970,tt0338012"
nm0550071,Laïla Marrakchi,1975,\N,"director,writer,assistant_director","tt0415147,tt2524568,tt0340663,tt0282576"
nm0550158,Corinne Marrinan,1974,\N,"producer,writer,miscellaneous","tt2427220,tt0247082,tt6473344,tt3834000"
nm0550358,Melissa Marsala,1975,\N,actress,"tt0283139,tt0163988,tt0130121,tt0248654"
nm0550461,Ross Marsden,1971,\N,actor,"tt4228802,tt10752476,tt0180037,tt5236112"
nm0550479,Holger Marseille,1971,\N,"composer,sound_department,producer","tt0969357,tt0200314,tt0990487,tt0880658"
nm0550655,Sally Ann Marsh,1972,\N,"actress,music_department,director","tt0107875,tt0188506,tt0922366,tt0261698"
nm0550740,Amanda Marshall,1972,\N,"actress,music_department,soundtrack","tt0117918,tt0119738,tt0191397,tt0118002"
nm0550743,Andrea Marshall,1971,\N,actress,"tt0083392,tt0090402"
nm0550875,Erwann Marshall,1974,\N,"director,writer,producer","tt10418680,tt1530932,tt1305739,tt0481593"
nm0550879,Feona Marshall,1971,\N,"visual_effects,editorial_department,composer","tt0269356,tt0111064,tt0309820,tt0250994"
nm0550994,Kris Marshall,1973,\N,"actor,producer,archive_footage","tt0314331,tt0795368,tt0379889,tt0240510"
nm0551069,Nadine Marshall,1972,\N,"actress,archive_footage","tt0414773,tt4468740,tt3606888,tt8521778"
nm0551138,Rogan Russell Marshall,1971,\N,"actor,writer,producer","tt0438040,tt0118652,tt0097718,tt4128382"
nm0551349,Amy Marston,1972,\N,"actress,producer","tt1054606,tt1879016,tt0115288,tt2140507"
nm0551368,Nathaniel Marston,1975,2015,"actor,producer","tt0062595,tt0115963,tt0048845,tt0147779"
nm0551466,Caroline Martel,1973,\N,"location_management,assistant_director,director","tt3146408,tt0428523,tt26448128,tt4351556"
nm0551621,Dominic Martelli,1975,\N,actor,"tt0092324,tt0082746,tt0159191,tt0084438"
nm0551752,Calle Marthin,1971,\N,"writer,producer,script_department","tt18550140,tt1293400,tt5372890,tt2716382"
nm0551764,Beat Marti,1972,\N,"actor,manager","tt8001092,tt4073868,tt0969277,tt8575408"
nm0551880,Alex Martin,1974,\N,"actress,producer","tt0108147,tt0420222,tt0136705,tt0107910"
nm0551883,Alexander Martin,1973,\N,actor,"tt0236348,tt0127723,tt0224451,tt0493406"
nm0551912,Andrew Martin,1975,2009,"actor,archive_footage","tt0221728,tt0227972,tt0185103,tt0282267"
nm0552072,Chris William Martin,1975,\N,"actor,producer,director","tt0460745,tt4866986,tt0214819,tt1405406"
nm0552082,Christian Martin,1975,\N,"actor,director,producer","tt0325980,tt0804522,tt0119577,tt10618738"
nm0552118,Curtis Martin,1973,\N,archive_footage,"tt0065323,tt0407423,tt0407424,tt0896893"
nm0552157,David Brian Martin,1971,\N,"stunts,actor","tt0245686,tt0118583,tt0206588,tt4765284"
nm0552182,Dermot Martin,1971,\N,actor,"tt1531869,tt0120775,tt0118257,tt0290959"
nm0552284,Florian Martin,1974,\N,"visual_effects,editorial_department","tt0120737,tt2679042,tt1628841,tt0375154"
nm0552358,Mars Callahan,1971,\N,"actor,director,writer","tt0273982,tt0107302,tt1082098,tt0439876"
nm0552464,James Keshishian Martin,1975,\N,actor,tt0279683
nm0552502,Jennifer Martin,1971,\N,"miscellaneous,actress","tt0265349,tt0289408,tt0278238,tt0846694"
nm0552575,Josh Martin,1975,\N,"actor,director,writer","tt2263944,tt0214341,tt1409055,tt0142241"
nm0552860,Pablo Martín,1972,\N,"actor,archive_footage","tt0247871,tt0271276,tt0147776,tt3282484"
nm0553041,Sarah Jo Martin,1975,\N,actress,"tt0046593,tt0086827,tt0094446,tt0094582"
nm0553067,Sian Martin,1971,\N,"actress,writer,producer","tt0163978,tt0276751,tt30802702,tt0088512"
nm0553143,Tommy Villafranca,1971,\N,"actor,miscellaneous,producer","tt3110634,tt8619822,tt5265790,tt0275022"
nm0553245,Dawn Dumas,1971,\N,miscellaneous,"tt0285531,tt0110367,tt6820256,tt3606888"
nm0553258,Branislav Martinak,1971,\N,"stunts,actor,miscellaneous","tt4978420,tt1509767,tt0320661,tt3062096"
nm0553304,John Martineau,1975,\N,"miscellaneous,actor,camera_department","tt15474916,tt12610390,tt8110652,tt15679400"
nm0553324,Lisa Martinek,1972,2019,"actress,archive_footage","tt0118653,tt1130914,tt0325713,tt0292589"
nm0553430,Albert Martinez Martin,1972,\N,"producer,miscellaneous,executive","tt0780516,tt0762125,tt0371920,tt0818543"
nm0553460,Angie Martinez,1971,\N,"actress,producer,composer","tt1718158,tt0119807,tt0128165,tt0403537"
nm0553468,Benito Martinez,1971,\N,"actor,producer,archive_footage","tt0286486,tt3488298,tt10323338,tt14734228"
nm0553538,Gabriel R. Martinez,1974,\N,"actor,casting_department","tt0056758,tt0120238,tt0447160,tt0234753"
nm0553595,Katarina Martinez,1975,\N,"actress,archive_footage","tt7459964,tt15381562,tt0272325,tt0127755"
nm0553660,Philip J. Martinez,1973,\N,"camera_department,cinematographer","tt1932718,tt1800246,tt10327354,tt3186162"
nm0553709,Sergio Martinez,1975,\N,"art_department,miscellaneous","tt2490326,tt0251736,tt1725986,tt0111405"
nm0553779,Enrico Martini Mauri,1971,\N,"director,writer,editor","tt0199781,tt0200157,tt0178886"
nm0553781,Alessandro Martini,1974,\N,"actor,writer,production_manager","tt0236116,tt1927172,tt0132298,tt5916004"
nm0553796,Derick Martini,1972,\N,"writer,director,actor","tt0363780,tt0162348,tt1093902,tt1370172"
nm0553822,Lea Martini,1973,\N,"actress,archive_footage","tt0237416,tt0117297,tt0166155,tt0144460"
nm0553855,Steven Martini,1975,\N,"actor,writer,producer","tt0110443,tt0162348,tt0363780,tt1093902"
nm0553873,Ivan Martinka,1972,\N,actor,"tt0427873,tt1467134,tt28803959,tt3305768"
nm0554031,Fernando Martins,1974,\N,actor,"tt1556186,tt0118449,tt0424598,tt0117083"
nm0554065,Juliana Martins,1974,\N,actress,"tt0140769,tt1124062,tt0300746,tt1097015"
nm0554076,Marco Martins,1972,\N,"director,writer,cinematographer","tt14888898,tt4895668,tt0459072,tt1138478"
nm0554117,Rui Martins,1974,\N,"editorial_department,miscellaneous,writer","tt10418662,tt7798634,tt2039338,tt1538403"
nm0554148,Hilde Nyeggen Martinsen,1973,\N,actress,tt0097594
nm0554347,Annu Marttila,1973,\N,actor,"tt0087907,tt0091449"
nm0554480,David Martí,1971,\N,"special_effects,make_up_department,actor","tt0457430,tt1189073,tt16277242,tt0464141"
nm0554507,Miguel Martí,1971,\N,"miscellaneous,director,location_management","tt1056416,tt3721118,tt12979260,tt0456954"
nm0554608,Daniel Martín Sáez de Parayuelo,1975,\N,"writer,assistant_director,editor","tt7286156,tt21374322,tt1790024,tt2011533"
nm0554614,Diego Martín,1974,\N,"actor,soundtrack,archive_footage","tt1648216,tt1060067,tt1649444,tt2955402"
nm0554660,Javier Martín,1972,\N,"actor,producer,soundtrack","tt0125659,tt0261623,tt0934564,tt0110568"
nm0554788,Óscar Martín,1972,\N,actor,"tt0086026,tt0077177,tt0074191"
nm0554962,Agustín Martínez,1975,\N,"writer,producer","tt8787372,tt13323004,tt1077065,tt29256310"
nm0555046,Conchita Martínez,1972,\N,"actress,archive_footage","tt3770700,tt0816376,tt3804520,tt6931558"
nm0555093,Fele Martínez,1975,\N,"actor,director,writer","tt0125659,tt0117883,tt0275491,tt10035166"
nm0555225,Mario Martínez Cobos,1975,\N,"sound_department,actor,editor","tt0313196,tt1257579,tt0460485,tt29419593"
nm0555259,Mónica Martínez,1975,\N,actress,"tt4068834,tt0465873,tt0372709,tt0387732"
nm0555403,Laia Marull,1973,\N,"actress,archive_footage","tt0350193,tt0263363,tt4521400,tt1454523"
nm0555404,María Marull,1973,\N,"actress,writer,archive_footage","tt3011894,tt0931887,tt10948718,tt0483177"
nm0555405,Paula Marull,1973,\N,"actress,archive_footage","tt0292833,tt0318504,tt0397397,tt3400046"
nm0555504,Rae Lynn Marvel,1974,\N,costume_designer,"tt0264559,tt0331997,tt0251901"
nm0555564,Emil Marwa,1974,\N,"actor,producer","tt0280720,tt1023500,tt0166175,tt2101473"
nm0555650,Melanie Marx,1975,\N,"actress,archive_footage","tt0115088,tt0103487,tt0118255,tt0419293"
nm0555689,Jade Marx,1974,\N,"actress,producer,writer","tt0139668,tt1838544,tt1142988,tt29620996"
nm0555851,Omar Marzouk,1973,\N,"writer,actor,archive_footage","tt0791058,tt0320014,tt1638267,tt1685729"
nm0556040,Mike Masak,1974,\N,actor,tt0297411
nm0556085,Anastasia Masaro,1974,\N,"production_designer,art_director,art_department","tt1054606,tt2023587,tt2039338,tt0123755"
nm0556105,Melissa Mascara,1973,\N,actress,"tt0146675,tt0469966"
nm0556194,Robert A. Masciantonio,1974,\N,"writer,director,actor","tt0156417,tt0837784,tt1362103,tt0353239"
nm0556234,Mase,1974,\N,"actor,composer,music_department","tt0119695,tt0206275,tt3521126,tt2823054"
nm0556277,Mani Maserrat-Agah,1975,\N,"miscellaneous,assistant_director,director","tt0986323,tt2708782,tt9359220,tt4600404"
nm0556296,Tumisho Masha,1975,\N,"actor,producer,writer","tt0437232,tt0294357,tt4171652,tt0365677"
nm0556306,Brian Mashburn,1975,\N,"actor,soundtrack","tt0120609,tt0175142,tt0147800,tt0383060"
nm0556494,Scott Maslen,1971,\N,"actor,archive_footage","tt0088512,tt0084987,tt0350047,tt0144714"
nm0556757,Jane Mason,1974,\N,actress,"tt2379438,tt0118698,tt0091732,tt12281602"
nm0557073,Eleonora Massa,1973,\N,actress,"tt4455764,tt1737683,tt3168174,tt1864911"
nm0557267,Olivier Masset-Depasse,1971,\N,"writer,director,producer","tt1503777,tt7377132,tt0267360,tt0427123"
nm0557287,Bryan Massey,1971,\N,"actor,stunts,writer","tt1502404,tt1045778,tt11456054,tt4765434"
nm0557609,Valerio Mastandrea,1972,\N,"actor,producer,writer","tt4901306,tt7106968,tt2370096,tt0875034"
nm0557693,Lalanya Masters,1972,\N,"actress,writer,miscellaneous","tt0469641,tt0119905,tt0103488,tt0255819"
nm0557739,Fay Masterson,1974,\N,"actress,archive_footage,archive_sound","tt0307109,tt0114214,tt0120663,tt4477536"
nm0557793,James Mastracco,1975,\N,"editorial_department,editor,producer","tt0426459,tt0454919,tt0844479,tt0264761"
nm0557802,Maximilian A. Mastrangelo,1972,\N,actor,"tt0306685,tt0097887,tt0285680,tt0148462"
nm0557859,Chiara Mastroianni,1972,\N,"actress,soundtrack,archive_footage","tt0808417,tt0110907,tt0996605,tt1815799"
nm0557899,Amy Mastura,1971,\N,"actress,writer","tt29941355,tt0270589,tt0276577,tt0418253"
nm0558017,Patricia Mata,1975,\N,"costume_department,costume_designer,miscellaneous","tt0203408,tt0115727,tt0116064,tt0119961"
nm0558094,Dalibor Matanic,1975,\N,"director,writer,actor","tt4593108,tt0329083,tt1980053,tt1700489"
nm0558244,Debbie Matenopoulos,1974,\N,"actress,producer,soundtrack","tt0208614,tt0319930,tt28332336,tt0056758"
nm0558315,Fred Matern,1971,\N,actor,"tt0193467,tt0129357"
nm0558369,Jorge Mateus,1971,\N,"actor,director","tt0172316,tt0125735,tt0907690,tt0283627"
nm0558548,Hans Matheson,1975,\N,"actor,soundtrack","tt0988045,tt0800320,tt0119683,tt0412798"
nm0558774,Stefany Mathias,1972,\N,"actress,director,writer","tt11866324,tt0446013,tt3462652,tt2964814"
nm0558839,Carl Mathieu,1975,\N,"director,actor,writer","tt0165089,tt0165488,tt0165474,tt0165327"
nm0559143,Julie Matlin,1971,\N,"miscellaneous,writer","tt0114367,tt0190577,tt0157515,tt0113776"
nm0559213,Maria João Matos Silva,1975,\N,"assistant_director,casting_department,production_manager","tt0211718,tt14449470,tt1318517,tt5756188"
nm0559252,Sérgio Matos,1971,\N,"assistant_director,make_up_department,production_manager","tt0210971,tt0340099,tt0118777,tt0496336"
nm0559377,Dimitra Matsouka,1974,\N,"actress,archive_footage","tt1173959,tt0316314,tt28693471,tt0268581"
nm0559414,Kenji Matsuda,1971,\N,"actor,miscellaneous","tt0275773,tt1473235,tt1526067,tt4143220"
nm0559453,Noriko Matsueda,1971,\N,"composer,music_department,soundtrack","tt0210613,tt0278372,tt0317510,tt0778696"
nm0559544,Miwa Matsumoto,1971,\N,"actress,miscellaneous,archive_sound","tt0243694,tt0211145,tt0182629,tt1415872"
nm0559575,Michael Matsumura,1971,\N,actor,tt0120130
nm0559636,Shunsuke Matsuoka,1972,\N,"actor,director,writer","tt0109022,tt1250974,tt0331834,tt0457643"
nm0559652,Nanako Matsushima,1973,\N,"actress,archive_footage","tt0178868,tt0218553,tt3398268,tt0266048"
nm0559696,Yasuko Matsuyuki,1972,\N,actress,"tt5607028,tt0768116,tt1142972,tt1160629"
nm0559819,Justine Mattera,1971,\N,actress,"tt0393329,tt0475143,tt1637675,tt0491611"
nm0559913,Stephanie Diaz,1974,\N,actress,"tt2805096,tt5562056,tt4655480,tt2261391"
nm0559997,Donna Matthews,1971,\N,"actress,soundtrack,archive_footage","tt0120879,tt0229260,tt0117951,tt0119535"
nm0560019,Erin Matthews,1973,\N,"actress,sound_department,archive_sound","tt1073668,tt0817230,tt1541718,tt0419277"
nm0560144,Phil Matthews,1974,\N,"actor,producer","tt0185807,tt0185821"
nm0560155,Rick Matthews,1974,\N,"actor,archive_footage","tt13432470,tt0476871,tt0381195,tt0180688"
nm0560229,Peter Matthey,1972,\N,actor,"tt0090641,tt0087786,tt0062595"
nm0560247,David Matthiessen,1972,\N,"actor,sound_department,miscellaneous","tt0449088,tt0118484,tt0488967,tt0489482"
nm0560315,Viktoria Mattila,1972,\N,"costume_department,costume_designer,assistant_director","tt0482957,tt1447493,tt0313724,tt21955196"
nm0560665,Anna Matyukhina,1975,\N,actress,"tt0103120,tt0312456,tt2386352,tt2386290"
nm0560677,Chad Matz,1973,2005,actor,tt0107378
nm0560688,Matthias Matz,1971,\N,"actor,archive_footage","tt0131673,tt0170949,tt0312097,tt0825744"
nm0560898,Fausto Maule,1973,\N,actor,"tt0407377,tt1321713,tt0300746,tt0431169"
nm0561031,Kai Maurer,1972,\N,"actor,producer,director","tt0141926,tt0443651,tt0133301,tt0094535"
nm0561091,Sebastiano Mauri,1972,\N,"director,writer,actor","tt7715194,tt0114842,tt4371680,tt1409905"
nm0561210,Lúcio Mauro Filho,1974,\N,"actor,archive_footage","tt0281447,tt0144724,tt0315097,tt0391726"
nm0561318,Gørild Mauseth,1972,\N,"actress,writer,producer","tt6413828,tt0118774,tt5157290,tt9621082"
